2022-08-1,"[35.083333333333336, 41.08333333333333, 45.25, 30.166666666666668, 44.166666666666664, 33.833333333333336, 61.25, 39.166666666666664, 33.25, 48.666666666666664, 48.50000000000001, 64.41666666666666, 61.74999999999999, 44.58333333333334, 41.666666666666664, 50.16666666666667, 38.833333333333336, 44.75, 47.833333333333336, 43.25, 33.416666666666664, 49.916666666666664, 52.49999999999999, 50.00000000000001]"
2022-08-2,"[45.83333333333333, 52.666666666666664, 57.166666666666664, 45.5, 46.75, 57.333333333333336, 58.00000000000001, 49.333333333333336, 52.33333333333333, 46.83333333333333, 46.916666666666664, 44.833333333333336, 57.75000000000001, 58.74999999999999, 47.66666666666667, 58.83333333333333, 59.75, 46.25, 51.66666666666666, 58.83333333333333, 34.583333333333336, 36.25, 51.66666666666667, 69.75]"
2022-08-3,"[41.83333333333334, 48.416666666666664, 54.49999999999999, 56.333333333333336, 38.5, 59.74999999999999, 39.083333333333336, 54.41666666666667, 48.25, 56.166666666666664, 47.25, 63.25000000000001, 62.66666666666667, 41.0, 66.33333333333331, 49.0, 55.58333333333333, 48.16666666666668, 42.333333333333336, 48.666666666666664, 50.83333333333333, 53.49999999999999, 50.66666666666667, 53.583333333333336]"
2022-08-4,"[52.083333333333336, 49.666666666666664, 62.41666666666667, 48.66666666666667, 67.0, 45.24999999999999, 57.583333333333336, 58.24999999999999, 43.5, 38.166666666666664, 45.83333333333333, 55.58333333333333, 42.83333333333333, 54.416666666666664, 70.25, 45.75, 54.833333333333336, 46.666666666666664, 41.91666666666667, 45.5, 46.41666666666668, 38.083333333333336, 41.5, 45.66666666666667]"
2022-08-5,"[50.75000000000001, 49.0, 45.75, 44.749999999999986, 52.08333333333333, 46.833333333333336, 53.66666666666667, 53.833333333333336, 52.833333333333336, 48.75, 54.99999999999999, 53.833333333333336, 47.16666666666667, 64.0, 42.41666666666668, 42.333333333333336, 46.0, 50.0, 58.33333333333334, 49.33333333333333, 43.25, 38.49999999999999, 40.33333333333333, 54.25]"
2022-08-6,"[49.08333333333333, 48.41666666666667, 61.166666666666664, 44.25, 67.25, 46.25, 42.666666666666664, 48.49999999999999, 34.5, 51.0, 48.75000000000001, 53.166666666666664, 31.833333333333332, 59.083333333333336, 60.49999999999999, 52.00000000000001, 53.25, 44.333333333333336, 47.91666666666667, 45.833333333333336, 39.25000000000001, 62.166666666666664, 61.833333333333336, 42.25]"
2022-08-7,"[46.25, 64.5, 58.250000000000014, 59.74999999999999, 49.0, 49.5, 50.58333333333333, 52.16666666666667, 34.416666666666664, 61.916666666666664, 49.25, 48.5, 55.749999999999986, 60.66666666666667, 52.0, 45.916666666666664, 55.083333333333336, 43.33333333333333, 50.91666666666666, 55.916666666666664, 50.49999999999999, 53.0, 61.33333333333334, 52.166666666666664]"
2022-08-8,"[54.583333333333336, 46.333333333333336, 47.583333333333336, 55.916666666666664, 35.08333333333333, 46.41666666666667, 50.916666666666664, 55.75000000000001, 67.83333333333334, 50.416666666666664, 43.66666666666667, 49.99999999999999, 60.49999999999999, 43.08333333333333, 59.99999999999999, 54.58333333333333, 64.58333333333334, 55.083333333333336, 38.83333333333333, 47.916666666666664, 59.83333333333333, 55.166666666666664, 36.0, 47.916666666666664]"
2022-08-9,"[42.50000000000001, 57.58333333333333, 51.166666666666664, 47.66666666666666, 53.41666666666667, 60.25, 43.08333333333333, 51.91666666666667, 48.0, 33.66666666666667, 49.666666666666664, 53.75, 46.41666666666667, 40.833333333333336, 52.166666666666664, 35.166666666666664, 55.25, 42.16666666666667, 47.75000000000001, 54.66666666666666, 44.25, 41.24999999999999, 41.333333333333336, 59.75]"
2022-08-10,"[53.08333333333334, 62.25, 49.833333333333336, 45.91666666666667, 49.083333333333336, 52.41666666666666, 40.916666666666664, 40.33333333333333, 75.58333333333333, 45.416666666666664, 48.08333333333332, 58.91666666666666, 58.000000000000014, 61.166666666666664, 47.16666666666666, 54.24999999999999, 53.5, 50.83333333333334, 45.75000000000001, 56.666666666666664, 42.58333333333333, 62.083333333333336, 54.83333333333332, 37.583333333333336]"
