2022-12-1,"[17.258333333333333, 44.90833333333334, 44.11666666666667, 49.675000000000004, 53.04166666666667, 49.383333333333326, 51.44166666666666, 49.575, 49.016666666666666, 66.95833333333333, 68.75, 70.59166666666665, 67.75, 48.275000000000006, 49.62499999999999, 50.750000000000014, 50.65, 50.225, 52.075, 30.383333333333333, 7.916666666666666, 0, 0, 0]"
2022-12-2,"[17.84166666666667, 45.11666666666667, 44.16666666666667, 50.29166666666667, 47.39166666666666, 49.783333333333346, 49.05833333333333, 50.03333333333334, 47.708333333333336, 67.38333333333333, 68.28333333333333, 63.71666666666667, 67.97500000000001, 50.6, 47.31666666666668, 48.30833333333334, 52.1, 50.775, 49.38333333333334, 27.408333333333328, 7.9, 0, 0, 0]"
2022-12-3,"[17.3, 45.74166666666666, 44.47500000000001, 50.858333333333334, 48.83333333333333, 51.75, 51.06666666666666, 50.63333333333333, 51.96666666666666, 67.13333333333334, 64.63333333333333, 69.99166666666666, 65.925, 48.875, 49.49166666666667, 50.05833333333334, 53.06666666666666, 51.46666666666667, 47.95, 28.008333333333333, 8.399999999999999, 0, 0, 0]"
2022-12-4,"[17.266666666666666, 45.08333333333332, 44.14166666666666, 46.86666666666667, 48.28333333333333, 51.416666666666664, 50.06666666666666, 47.391666666666666, 51.266666666666666, 67.14999999999999, 69.45, 68.7, 64.89166666666667, 49.041666666666664, 48.699999999999996, 48.40833333333333, 51.875, 48.175, 49.84166666666666, 29.466666666666665, 7.799999999999999, 0, 0, 0]"
2022-12-5,"[17.083333333333332, 44.125, 44.82500000000001, 49.875, 46.61666666666666, 51.550000000000004, 49.300000000000004, 47.15833333333334, 48.72500000000001, 70.65000000000002, 60.733333333333334, 70.28333333333333, 67.675, 50.59166666666666, 52.016666666666666, 50.475, 51.416666666666664, 51.55833333333334, 50.50833333333333, 30.208333333333332, 7.575, 0, 0, 0]"
2022-12-6,"[17.808333333333334, 43.68333333333334, 45.62499999999999, 49.25, 50.59166666666666, 51.59166666666667, 49.94166666666667, 47.79166666666668, 52.458333333333336, 64.575, 70.8, 64.58333333333334, 67.19999999999999, 52.10833333333333, 51.09166666666667, 49.791666666666664, 47.46666666666667, 52.30833333333334, 50.225, 29.975000000000005, 6.583333333333333, 0, 0, 0]"
2022-12-7,"[17.741666666666667, 45.30833333333334, 44.95, 48.71666666666666, 50.866666666666674, 50.858333333333334, 48.40833333333333, 47.58333333333333, 49.4, 67.06666666666668, 66.75833333333333, 66.93333333333332, 68.65833333333335, 48.69166666666666, 53.516666666666666, 44.833333333333336, 51.40833333333334, 52.25833333333333, 51.33333333333333, 30.741666666666667, 7.133333333333333, 0, 0, 0]"
2022-12-8,"[17.15833333333333, 44.425, 43.875, 50.99166666666666, 49.391666666666666, 49.71666666666666, 51.17500000000001, 51.266666666666666, 50.525, 68.8, 71.69166666666666, 66.75, 67.36666666666667, 50.0, 50.46666666666667, 49.32499999999999, 47.98333333333334, 48.766666666666666, 53.45, 27.9, 7.191666666666667, 0, 0, 0]"
2022-12-9,"[17.624999999999996, 43.58333333333333, 46.300000000000004, 48.741666666666674, 48.675000000000004, 47.81666666666667, 49.71666666666667, 52.008333333333326, 49.88333333333333, 66.61666666666667, 64.79166666666666, 66.40833333333333, 67.06666666666666, 48.483333333333334, 49.775, 51.3, 51.98333333333333, 48.349999999999994, 47.425000000000004, 28.975, 8.025, 0, 0, 0]"
2022-12-10,"[17.283333333333335, 45.46666666666667, 46.25833333333333, 46.09166666666666, 50.61666666666667, 50.925, 52.616666666666674, 50.391666666666666, 47.291666666666664, 64.60833333333333, 68.52499999999999, 68.27499999999999, 66.49166666666666, 49.71666666666667, 51.85, 52.78333333333334, 50.04166666666666, 46.53333333333333, 51.666666666666664, 32.65833333333333, 8.108333333333334, 0, 0, 0]"
2022-12-11,"[17.858333333333334, 44.516666666666666, 44.75, 52.50000000000001, 50.73333333333333, 49.93333333333334, 48.099999999999994, 48.150000000000006, 52.45, 67.25833333333334, 64.60000000000001, 64.65, 67.5, 49.266666666666666, 50.025, 48.891666666666666, 52.48333333333333, 50.0, 48.85833333333333, 30.641666666666666, 7.083333333333332, 0, 0, 0]"
