2023-09-1,"[0, 0, 0, 0, 0, 0, 70.16666666666667, 123.66666666666666, 252.08333333333331, 262.0833333333333, 323.1666666666667, 330.5, 347.5, 261.66666666666663, 261.16666666666663, 126.25000000000001, 74.75, 0, 0, 0, 0, 0, 0, 0]"
2023-09-2,"[0, 0, 0, 0, 0, 0, 74.75, 125.41666666666667, 236.08333333333334, 255.91666666666666, 339.49999999999994, 318.1666666666667, 320.91666666666663, 243.5, 250.08333333333331, 123.25, 75.66666666666667, 0, 0, 0, 0, 0, 0, 0]"
2023-09-3,"[0, 0, 0, 0, 0, 0, 82.41666666666666, 118.5, 259.41666666666663, 238.75000000000003, 338.33333333333337, 340.75, 317.1666666666667, 240.58333333333331, 246.0, 119.75, 73.58333333333334, 0, 0, 0, 0, 0, 0, 0]"
2023-09-4,"[0, 0, 0, 0, 0, 0, 76.33333333333333, 124.16666666666667, 255.91666666666663, 235.83333333333331, 330.0833333333333, 322.9166666666667, 327.99999999999994, 255.1666666666666, 242.24999999999997, 122.66666666666667, 67.41666666666666, 0, 0, 0, 0, 0, 0, 0]"
2023-09-5,"[0, 0, 0, 0, 0, 0, 72.16666666666667, 120.41666666666667, 241.08333333333331, 241.66666666666666, 317.4166666666667, 317.08333333333337, 330.24999999999994, 242.08333333333331, 254.25, 127.66666666666666, 70.25, 0, 0, 0, 0, 0, 0, 0]"
2023-09-6,"[0, 0, 0, 0, 0, 0, 73.25, 123.16666666666669, 250.66666666666663, 237.66666666666669, 338.1666666666667, 335.91666666666663, 304.33333333333326, 262.33333333333337, 266.8333333333333, 131.0, 69.16666666666667, 0, 0, 0, 0, 0, 0, 0]"
2023-09-7,"[0, 0, 0, 0, 0, 0, 71.00000000000001, 132.33333333333331, 266.5, 238.25, 333.33333333333337, 328.91666666666663, 344.75, 254.00000000000003, 255.25, 122.16666666666666, 75.83333333333333, 0, 0, 0, 0, 0, 0, 0]"
2023-09-8,"[0, 0, 0, 0, 0, 0, 73.33333333333333, 130.41666666666666, 233.49999999999997, 255.50000000000003, 308.33333333333337, 348.1666666666667, 319.74999999999994, 259.00000000000006, 237.58333333333334, 129.83333333333334, 77.08333333333333, 0, 0, 0, 0, 0, 0, 0]"
2023-09-9,"[0, 0, 0, 0, 0, 0, 67.25, 125.5, 243.24999999999997, 257.08333333333337, 315.3333333333333, 335.99999999999994, 320.49999999999994, 253.00000000000003, 244.1666666666667, 124.08333333333334, 73.25, 0, 0, 0, 0, 0, 0, 0]"
2023-09-10,"[0, 0, 0, 0, 0, 0, 77.5, 130.25, 248.66666666666669, 261.91666666666663, 329.0833333333333, 311.66666666666663, 329.75, 245.16666666666666, 245.33333333333331, 134.75000000000003, 71.91666666666667, 0, 0, 0, 0, 0, 0, 0]"
2023-09-11,"[0, 0, 0, 0, 0, 0, 75.83333333333333, 130.16666666666666, 240.16666666666669, 245.5, 348.58333333333326, 314.50000000000006, 328.49999999999994, 253.33333333333331, 258.33333333333337, 120.08333333333333, 80.08333333333334, 0, 0, 0, 0, 0, 0, 0]"
2023-09-12,"[0, 0, 0, 0, 0, 0, 70.25, 135.66666666666666, 266.25, 252.91666666666666, 306.9166666666667, 322.83333333333337, 347.8333333333333, 245.24999999999994, 240.16666666666666, 126.33333333333334, 71.83333333333333, 0, 0, 0, 0, 0, 0, 0]"
2023-09-13,"[0, 0, 0, 0, 0, 0, 79.91666666666667, 129.16666666666669, 254.66666666666666, 259.25, 328.75, 314.6666666666667, 316.8333333333333, 238.5, 238.83333333333334, 127.5, 74.41666666666667, 0, 0, 0, 0, 0, 0, 0]"
2023-09-14,"[0, 0, 0, 0, 0, 0, 77.91666666666666, 126.91666666666666, 247.33333333333337, 262.58333333333337, 338.49999999999994, 333.8333333333333, 338.5, 246.58333333333331, 248.4166666666667, 121.75000000000001, 75.41666666666666, 0, 0, 0, 0, 0, 0, 0]"
2023-09-15,"[0, 0, 0, 0, 0, 0, 73.33333333333334, 128.25, 252.66666666666669, 245.99999999999997, 312.1666666666667, 352.0, 345.3333333333333, 246.00000000000003, 255.99999999999997, 117.0, 78.66666666666669, 0, 0, 0, 0, 0, 0, 0]"
2023-09-16,"[0, 0, 0, 0, 0, 0, 75.08333333333334, 119.91666666666667, 259.00000000000006, 261.00000000000006, 316.49999999999994, 326.8333333333333, 318.4166666666667, 255.00000000000003, 244.99999999999997, 121.99999999999999, 74.83333333333333, 0, 0, 0, 0, 0, 0, 0]"
