2023-02-1,"[17.51666666666667, 45.25, 45.90833333333334, 49.93333333333333, 49.56666666666667, 49.62499999999999, 49.19166666666666, 47.083333333333336, 50.949999999999996, 66.81666666666666, 69.39166666666667, 69.15833333333333, 68.975, 47.18333333333333, 51.03333333333333, 50.35000000000001, 49.30833333333332, 47.02499999999999, 50.17500000000001, 32.40833333333333, 7.508333333333334, 0, 0, 0]"
2023-02-2,"[17.500000000000004, 44.89999999999999, 44.75, 51.325, 49.30833333333334, 52.3, 53.58333333333333, 49.49166666666667, 49.64166666666667, 67.52499999999999, 64.34166666666665, 70.09166666666667, 65.30833333333334, 52.14166666666666, 52.96666666666667, 50.74999999999999, 49.66666666666667, 46.53333333333334, 48.68333333333334, 29.591666666666665, 7.616666666666666, 0, 0, 0]"
2023-02-3,"[17.60833333333333, 44.11666666666667, 45.8, 44.75833333333333, 49.74166666666668, 49.608333333333334, 48.98333333333334, 47.608333333333334, 51.23333333333333, 68.31666666666668, 66.78333333333335, 69.7, 66.68333333333334, 53.324999999999996, 50.541666666666664, 49.09999999999999, 47.75833333333334, 51.80833333333333, 50.89166666666667, 27.808333333333334, 8.425, 0, 0, 0]"
2023-02-4,"[17.075, 45.15833333333333, 45.63333333333333, 47.95, 49.375, 47.05833333333334, 48.974999999999994, 52.14166666666666, 47.28333333333333, 64.89166666666667, 72.30833333333332, 66.77499999999999, 65.08333333333333, 50.94166666666668, 48.83333333333333, 50.48333333333334, 47.21666666666667, 51.483333333333334, 48.483333333333334, 29.958333333333332, 7.825000000000001, 0, 0, 0]"
2023-02-5,"[17.699999999999996, 45.70833333333333, 46.48333333333333, 51.72500000000001, 47.349999999999994, 51.56666666666666, 48.34166666666667, 49.80833333333334, 51.75000000000001, 63.0, 68.25833333333333, 66.75, 67.53333333333335, 47.86666666666667, 52.33333333333333, 48.54166666666667, 49.70833333333334, 49.45833333333333, 49.925, 31.983333333333334, 8.241666666666667, 0, 0, 0]"
2023-02-6,"[17.2, 43.708333333333336, 43.383333333333326, 49.05000000000001, 48.53333333333334, 52.59999999999999, 53.60000000000001, 50.38333333333333, 46.44166666666667, 67.575, 68.425, 66.30833333333334, 69.15833333333333, 50.37499999999999, 49.516666666666666, 50.34166666666667, 48.76666666666667, 48.583333333333336, 48.81666666666667, 33.88333333333333, 7.475, 0, 0, 0]"
2023-02-7,"[17.766666666666666, 44.85833333333334, 44.92500000000001, 48.24166666666667, 50.449999999999996, 49.61666666666667, 49.56666666666667, 51.550000000000004, 47.95833333333333, 67.11666666666666, 67.7, 69.10833333333333, 68.68333333333332, 49.99166666666666, 50.85, 51.400000000000006, 51.18333333333333, 52.4, 49.40833333333333, 32.46666666666667, 8.291666666666668, 0, 0, 0]"
2023-02-8,"[17.21666666666667, 44.99166666666667, 45.525, 50.349999999999994, 49.18333333333333, 47.199999999999996, 53.599999999999994, 51.67500000000001, 50.275000000000006, 68.59166666666667, 68.73333333333333, 69.81666666666666, 67.7, 48.600000000000016, 48.775, 51.975, 49.01666666666667, 50.02499999999999, 49.70833333333334, 31.999999999999996, 6.916666666666665, 0, 0, 0]"
2023-02-9,"[17.733333333333334, 45.233333333333334, 45.61666666666667, 50.16666666666667, 48.650000000000006, 51.80833333333334, 51.375, 53.79166666666666, 50.25833333333334, 66.85, 68.35833333333333, 66.29166666666666, 66.89166666666667, 49.95, 51.28333333333334, 53.05833333333334, 48.900000000000006, 50.408333333333324, 48.525000000000006, 29.958333333333332, 7.4750000000000005, 0, 0, 0]"
2023-02-10,"[17.725, 43.841666666666654, 44.25833333333333, 50.84166666666666, 49.125, 51.275, 49.699999999999996, 53.175, 50.574999999999996, 65.93333333333332, 66.65833333333333, 64.90833333333333, 68.95, 51.341666666666676, 51.5, 50.6, 49.45, 49.599999999999994, 50.17500000000001, 29.608333333333334, 8.008333333333335, 0, 0, 0]"
2023-02-11,"[18.116666666666664, 43.69166666666667, 45.550000000000004, 49.93333333333334, 51.708333333333336, 49.68333333333334, 48.99999999999999, 51.00833333333333, 50.58333333333333, 66.09166666666665, 66.0, 66.93333333333332, 68.54166666666667, 51.96666666666666, 50.45833333333333, 51.041666666666664, 50.78333333333333, 51.86666666666667, 51.650000000000006, 29.583333333333332, 7.866666666666667, 0, 0, 0]"
2023-02-12,"[17.083333333333332, 46.09166666666667, 44.675, 51.24166666666667, 52.36666666666667, 53.17499999999999, 47.67499999999999, 51.933333333333344, 51.65833333333333, 67.39999999999999, 71.13333333333334, 68.45833333333334, 69.0, 48.1, 51.208333333333336, 50.65833333333333, 46.81666666666668, 54.49166666666666, 47.166666666666664, 28.483333333333334, 7.966666666666667, 0, 0, 0]"
2023-02-13,"[17.78333333333333, 44.18333333333332, 44.23333333333333, 48.29166666666667, 49.825, 50.71666666666667, 51.19166666666668, 50.74999999999999, 50.58333333333334, 67.67499999999998, 70.425, 70.775, 70.80833333333334, 47.30833333333334, 49.8, 51.54166666666667, 45.74166666666666, 50.95, 50.71666666666667, 32.56666666666667, 6.85, 0, 0, 0]"
2023-02-14,"[17.49166666666667, 43.79166666666667, 44.05833333333334, 48.074999999999996, 51.7, 50.41666666666667, 51.41666666666667, 49.933333333333344, 49.76666666666667, 70.6, 67.20000000000002, 70.33333333333334, 64.71666666666667, 49.87499999999999, 51.824999999999996, 49.10833333333333, 49.975, 46.74166666666666, 48.85, 31.875, 7.941666666666665, 0, 0, 0]"
2023-02-15,"[17.291666666666668, 45.650000000000006, 44.89999999999999, 49.441666666666656, 47.09166666666667, 48.12499999999999, 51.474999999999994, 50.81666666666667, 52.05833333333334, 67.99166666666666, 68.30833333333334, 65.48333333333333, 66.26666666666667, 47.199999999999996, 52.31666666666667, 49.175, 48.64166666666667, 48.65, 51.24166666666666, 29.041666666666664, 6.825, 0, 0, 0]"
