2023-10-1,"[17.716666666666665, 45.84166666666667, 45.1, 51.108333333333334, 50.65, 51.375, 51.24166666666667, 51.65833333333333, 49.76666666666667, 67.48333333333333, 69.00833333333334, 70.07499999999999, 68.85833333333333, 52.65833333333333, 51.075, 50.44166666666666, 51.325, 50.53333333333333, 50.71666666666667, 30.9, 7.716666666666667, 0, 0, 0]"
2023-10-2,"[17.358333333333338, 45.400000000000006, 44.44166666666667, 51.483333333333334, 51.80833333333333, 46.31666666666666, 50.949999999999996, 49.791666666666664, 49.43333333333334, 65.55, 70.65833333333335, 62.99166666666667, 67.73333333333333, 49.55833333333333, 51.4, 50.883333333333326, 49.81666666666668, 49.00833333333333, 50.95, 29.766666666666666, 7.349999999999999, 0, 0, 0]"
2023-10-3,"[17.916666666666668, 45.525000000000006, 44.233333333333334, 49.30833333333334, 48.94166666666667, 51.483333333333334, 50.76666666666668, 52.166666666666664, 49.30833333333333, 71.39166666666667, 70.41666666666667, 63.891666666666666, 62.88333333333334, 50.708333333333336, 50.28333333333333, 50.45, 51.56666666666666, 47.225, 51.425000000000004, 29.09166666666667, 7.7333333333333325, 0, 0, 0]"
2023-10-4,"[18.041666666666664, 43.025, 45.2, 49.00000000000001, 50.20833333333333, 51.47500000000001, 53.958333333333336, 49.86666666666667, 51.958333333333336, 64.55833333333334, 69.15, 65.36666666666667, 68.11666666666666, 50.675, 48.416666666666664, 47.96666666666667, 47.90833333333334, 47.983333333333334, 52.583333333333336, 32.43333333333334, 7.483333333333333, 0, 0, 0]"
2023-10-5,"[16.90833333333333, 43.891666666666666, 44.775000000000006, 51.25, 51.04166666666667, 50.449999999999996, 52.483333333333334, 46.86666666666667, 50.65833333333333, 64.4, 72.725, 64.86666666666667, 65.5, 51.5, 47.90833333333334, 50.61666666666666, 49.675, 50.766666666666666, 48.28333333333333, 28.858333333333334, 7.416666666666666, 0, 0, 0]"
2023-10-6,"[17.316666666666666, 44.46666666666667, 45.31666666666666, 52.30833333333333, 50.408333333333346, 52.400000000000006, 47.483333333333334, 50.116666666666674, 49.30833333333332, 69.18333333333334, 67.55833333333334, 67.05000000000001, 66.45, 50.216666666666654, 50.85, 52.00833333333333, 51.36666666666667, 51.574999999999996, 48.06666666666666, 27.641666666666666, 6.85, 0, 0, 0]"
2023-10-7,"[18.175, 44.96666666666667, 46.875, 49.05, 49.891666666666666, 48.81666666666666, 49.68333333333334, 50.04166666666667, 51.0, 64.35833333333333, 64.30000000000001, 70.71666666666667, 67.02499999999999, 48.083333333333336, 50.55, 49.49166666666667, 50.71666666666667, 48.94166666666667, 50.40833333333334, 30.449999999999992, 7.466666666666666, 0, 0, 0]"
2023-10-8,"[17.7, 44.50833333333333, 46.650000000000006, 49.016666666666666, 50.925000000000004, 47.391666666666666, 49.275, 48.475, 51.24166666666667, 65.94166666666666, 70.43333333333332, 65.26666666666667, 67.03333333333335, 48.599999999999994, 47.10000000000001, 50.46666666666666, 51.61666666666667, 51.59166666666667, 51.18333333333332, 26.633333333333336, 7.791666666666667, 0, 0, 0]"
2023-10-9,"[17.233333333333334, 46.825, 44.875, 48.88333333333333, 47.966666666666676, 50.866666666666674, 48.16666666666666, 49.175000000000004, 48.733333333333334, 67.24166666666667, 67.2, 68.3, 65.96666666666667, 52.116666666666674, 51.275, 48.84166666666667, 50.916666666666664, 51.12500000000001, 50.19166666666666, 29.099999999999998, 7.141666666666666, 0, 0, 0]"
2023-10-10,"[16.741666666666667, 44.80833333333333, 43.125, 48.349999999999994, 52.49166666666666, 48.85833333333334, 47.825, 49.900000000000006, 50.61666666666667, 69.01666666666667, 67.22500000000001, 68.58333333333334, 68.00833333333334, 49.91666666666667, 48.791666666666664, 49.8, 48.083333333333336, 48.96666666666666, 51.275000000000006, 26.35, 7.533333333333334, 0, 0, 0]"
2023-10-11,"[17.775, 44.99166666666667, 46.70833333333333, 48.866666666666674, 47.975, 48.75, 49.275, 52.35833333333333, 47.52499999999999, 67.95, 67.125, 68.64999999999999, 67.35833333333333, 49.57500000000001, 51.525000000000006, 50.608333333333334, 47.65, 51.525000000000006, 47.599999999999994, 30.166666666666668, 7.5166666666666675, 0, 0, 0]"
2023-10-12,"[16.883333333333336, 44.31666666666667, 45.81666666666666, 50.78333333333333, 48.516666666666666, 52.83333333333333, 52.86666666666667, 50.41666666666667, 52.358333333333334, 65.5, 68.86666666666666, 69.04166666666667, 68.20833333333333, 52.19166666666666, 54.44166666666666, 49.67500000000001, 46.975, 50.025, 49.58333333333333, 29.95833333333334, 7.566666666666666, 0, 0, 0]"
